NCT Number,Study Title,Study URL,Study Status,Study Results,Conditions,Interventions,Phases,Funder Type,Study Type,Results First Posted
NCT00528775,Photodynamic Therapy Using HPPH in Treating Patients With Advanced Non-Small Cell Lung Cancer That Blocks the Air Passages,https://clinicaltrials.gov/study/NCT00528775,TERMINATED,YES,Lung Cancer,DRUG: HPPH|PROCEDURE: endoscopic procedure,PHASE2,OTHER,INTERVENTIONAL,5/9/2014
NCT02674568,Study of Rovalpituzumab Tesirine (SC16LD6.5) for Third-Line and Later Treatment of Subjects With Relapsed or Refractory Delta-Like Protein 3-Expressing Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02674568,COMPLETED,YES,Small Cell Lung Cancer,DRUG: Rovalpituzumab tesirine,PHASE2,INDUSTRY,INTERVENTIONAL,9/30/2019
NCT01139775,A Study in Non Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01139775,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|DRUG: LY2603618,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,2/17/2018
NCT02119650,Ruxolitinib in Combination With Pemetrexed/Cisplatin in Non Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02119650,TERMINATED,YES,NSCLC (Non-small Cell Lung Carcinoma),DRUG: Ruxolitinib|DRUG: Placebo|DRUG: Pemetrexed|DRUG: Cisplatin,PHASE2,INDUSTRY,INTERVENTIONAL,2/10/2017
NCT03150875,A Study Comparing the Efficacy and Safety Between IBI308 and Docetaxel in Patients With Advanced or Metastatic NSCLC,https://clinicaltrials.gov/study/NCT03150875,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: IBI308|DRUG: Docetaxel,PHASE3,INDUSTRY,INTERVENTIONAL,5/6/2021
NCT02196675,Evaluation of a Powered Surgical Stapler in Video-Assisted Thoracoscopic Lung Resection Procedures in Korea,https://clinicaltrials.gov/study/NCT02196675,COMPLETED,YES,Non-small Cell Lung Cancer (NSCLC),DEVICE: Endocutter,,INDUSTRY,OBSERVATIONAL,11/16/2015
NCT01004250,A Study of Pemetrexed and Bevacizumab for Participants With Advanced Non-Small Cell Cancer,https://clinicaltrials.gov/study/NCT01004250,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|DRUG: Bevacizumab,PHASE2,INDUSTRY,INTERVENTIONAL,11/7/2013
NCT00978250,A Multi-Histology Phase II Study of 5-Fluoro-2'-Deoxycytidine With Tetrahydrouridine (FdCyd + THU),https://clinicaltrials.gov/study/NCT00978250,COMPLETED,YES,Head and Neck Neoplasms|Lung Neoplasms|Urinary Bladder Neoplasms|Breast Neoplasms,DRUG: 5-Fluoro-2'-Deoxycytidine (FdCyd) + Tetrahydrouridine (THU),PHASE2,NIH,INTERVENTIONAL,12/12/2019
NCT02507375,A Study of Pertuzumab With Erlotinib in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT02507375,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Erlotinib|DRUG: Pertuzumab,PHASE1,INDUSTRY,INTERVENTIONAL,7/31/2015
NCT00372775,Study Tests The Safety And Effectiveness Of SU011248 In Patients With Non-Small Cell Lung Cancer Having Brain Metastases,https://clinicaltrials.gov/study/NCT00372775,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Sunitinib,PHASE2,INDUSTRY,INTERVENTIONAL,12/8/2010
NCT01351415,A Study of Bevacizumab in Combination With Standard of Care Treatment in Participants With Advanced Non-squamous Non-small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01351415,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: Bevacizumab|DRUG: Docetaxel|DRUG: Erlotinib|DRUG: Pemetrexed,PHASE3,INDUSTRY,INTERVENTIONAL,6/20/2017
NCT02711345,A Phase I Clinical Study With Investigational Compound LTT462 in Adult Patients With Specific Advanced Cancers.,https://clinicaltrials.gov/study/NCT02711345,TERMINATED,YES,Ovarian Neoplasms|Non-Small-Cell Lung Carcinoma|Melanoma|Other Solid Tumors,DRUG: LTT462,PHASE1,INDUSTRY,INTERVENTIONAL,5/21/2019
NCT01763645,A Safety and Efficacy Study of BCD-021 With Paclitaxel and Carboplatin Compared to Avastin With Paclitaxel and Carboplatin in Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01763645,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Bevacizumab|DRUG: Paclitaxel|DRUG: Carboplatin,PHASE3,INDUSTRY,INTERVENTIONAL,3/30/2016
NCT02461550,Irreversible Electroporation Ablation for Colorectal Metastases to the Lung,https://clinicaltrials.gov/study/NCT02461550,COMPLETED,YES,Colorectal Metastases to the Lung,DEVICE: Irreversible Electroporation Ablation,NA,OTHER,INTERVENTIONAL,10/26/2017
NCT03644550,Anti-Mesothelin Immunotoxin LMB-100 Followed by Pembrolizumab in Malignant Mesothelioma,https://clinicaltrials.gov/study/NCT03644550,TERMINATED,YES,Mesothelioma,DRUG: LMB-100|BIOLOGICAL: Pembrolizumab,PHASE2,NIH,INTERVENTIONAL,10/13/2021
NCT00410059,BATTLE Program: Erlotinib in Previously Treated Subjects With Advanced NSCLC,https://clinicaltrials.gov/study/NCT00410059,COMPLETED,YES,Lung Cancer,DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,7/6/2017
NCT00407550,Pemetrexed Disodium and Gemcitabine in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00407550,COMPLETED,YES,Lung Cancer,DRUG: gemcitabine HCL|DRUG: pemetrexed disodium|DRUG: gemcitabine HCL,PHASE2,OTHER,INTERVENTIONAL,2/17/2012
NCT00280150,"Combination Chemotherapy, Bev, RT, and Erlotinib in Treating Patients With Stage III Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00280150,COMPLETED,YES,Lung Cancer,BIOLOGICAL: bevacizumab|DRUG: carboplatin|DRUG: erlotinib hydrochloride|DRUG: paclitaxel|RADIATION: 3-dimensional conformal radiation therapy,PHASE1|PHASE2,OTHER,INTERVENTIONAL,3/24/2017
NCT00193375,"Irinotecan, Carboplatin and Radiation Therapy Followed by Bevacizumab in Limited Stage Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00193375,COMPLETED,YES,Lung Cancer,DRUG: Irinotecan|DRUG: Carboplatin|DRUG: Bevacizumab|RADIATION: Radiation,PHASE2,OTHER,INTERVENTIONAL,10/5/2012
NCT01243775,BELotaxel(Docetaxel) and bellOXa(Oxaliplatin) in Advanced NSCLC,https://clinicaltrials.gov/study/NCT01243775,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Belotaxel|DRUG: Belloxa,PHASE2,OTHER,INTERVENTIONAL,7/19/2015
NCT00309959,ABI-007 in Treating Patients With Persistent or Recurrent Cervical Cancer,https://clinicaltrials.gov/study/NCT00309959,COMPLETED,YES,Cervical Adenocarcinoma|Cervical Adenosquamous Carcinoma|Cervical Small Cell Carcinoma|Cervical Squamous Cell Carcinoma|Recurrent Cervical Carcinoma,DRUG: Paclitaxel Albumin-Stabilized Nanoparticle Formulation|OTHER: Laboratory Biomarker Analysis,PHASE2,NETWORK,INTERVENTIONAL,8/30/2018
NCT00424775,A Study of Carboplatin + Paclitaxel and MK0683 in Patients With Chemotherapy-naive Non-Small Cell Lung Cancer (NSCLC)(0683-066),https://clinicaltrials.gov/study/NCT00424775,TERMINATED,YES,Neoplasms,"DRUG: MK0683, vorinostat",PHASE1,INDUSTRY,INTERVENTIONAL,4/3/2009
NCT01011075,Study of Gleevec and Weekly Paclitaxel in Patients Aged 70 or Older With Advanced Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01011075,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Imatinib mesylate|DRUG: Paclitaxel,PHASE2,OTHER,INTERVENTIONAL,2/1/2013
NCT01317550,A Study for Reducing Symptom Burden Produced by Chemoradiation Treatment for Non Small Cell Lung Cancer by Minocycline and Armodafinil,https://clinicaltrials.gov/study/NCT01317550,COMPLETED,YES,Lung Cancer,DRUG: Armodafinil|OTHER: Placebo|DRUG: Minocycline|BEHAVIORAL: Questionnaires,NA,OTHER,INTERVENTIONAL,11/15/2019
NCT00940875,A Study of Tarceva (Erlotinib) in Sequential Combination With Gemcitabine as First Line Therapy in Patients With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00940875,TERMINATED,YES,Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva]|DRUG: gemcitabine|DRUG: gemcitabine,PHASE2,INDUSTRY,INTERVENTIONAL,12/19/2014
NCT00686959,Chemotherapy and Radiation in Treating Participants With Stage 3 Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00686959,COMPLETED,YES,Non Small Cell Lung Cancer,DRUG: Pemetrexed|DRUG: Cisplatin|DRUG: Etoposide|DRUG: Vinorelbine|DRUG: Paclitaxel|DRUG: Carboplatin|RADIATION: Thoracic Radiation Therapy (TRT),PHASE3,INDUSTRY,INTERVENTIONAL,10/22/2015
NCT00567359,"Erlotinib in Patients With Resected, Early Stage NSCLC With Confirmed Mutations in the EGFR",https://clinicaltrials.gov/study/NCT00567359,COMPLETED,YES,Non-small Cell Lung Cancer,DRUG: Erlotinib,PHASE2,OTHER,INTERVENTIONAL,10/26/2018
NCT02293954,Copper Cu 64 Anti-CEA Monoclonal Antibody M5A PET in Diagnosing Patients With CEA Positive Cancer,https://clinicaltrials.gov/study/NCT02293954,ACTIVE_NOT_RECRUITING,YES,"Breast Cancer|Colon Cancer|Extrahepatic Bile Duct Cancer|Gallbladder Cancer|Gastrointestinal Cancer|Liver and Intrahepatic Biliary Tract Cancer|Lung Cancer|Metastatic Cancer|Pancreatic Cancer|Rectal Cancer|Thyroid Gland Medullary Carcinoma|Unspecified Adult Solid Tumor, Protocol Specific",PROCEDURE: radionuclide imaging|PROCEDURE: positron emission tomography|OTHER: laboratory biomarker analysis|OTHER: pharmacological study|DRUG: Cu 64 anti-CEA monoclonal antibody M5A IV,NA,OTHER,INTERVENTIONAL,2/28/2023
NCT00698815,Pemetrexed and/or Sunitinib as Second-Line Therapy in Treating Patients With Stage IIIB or Stage IV Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00698815,COMPLETED,YES,Recurrent Non-Small Cell Lung Carcinoma|Stage IIIB Non-Small Cell Lung Cancer AJCC v7|Stage IV Non-Small Cell Lung Cancer AJCC v7,OTHER: Laboratory Biomarker Analysis|DRUG: Pemetrexed Disodium|DRUG: Sunitinib Malate,PHASE2,NIH,INTERVENTIONAL,2/17/2015
NCT03849768,A Study to Evaluate Safety and Efficacy of HS-10296 as First-Line Treatment in Patients,https://clinicaltrials.gov/study/NCT03849768,ACTIVE_NOT_RECRUITING,YES,Non Small Cell Lung Cancer,DRUG: HS-10296|DRUG: Gefitinib,PHASE3,INDUSTRY,INTERVENTIONAL,9/2/2022
NCT03626545,Phase III Study Evaluating Efficacy and Safety of Canakinumab in Combination With Docetaxel in Adult Subjects With Non-small Cell Lung Cancers as a Second or Third Line Therapy,https://clinicaltrials.gov/study/NCT03626545,TERMINATED,YES,Non-Small-Cell Lung,DRUG: Canakinumab|DRUG: Docetaxel|OTHER: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,9/2/2022
NCT01193868,RO4929097 in Treating Patients With Advanced Non-Small Cell Lung Cancer Who Have Recently Completed Treatment With Front-Line Chemotherapy,https://clinicaltrials.gov/study/NCT01193868,TERMINATED,YES,Recurrent Non-small Cell Lung Cancer|Stage IIIB Non-small Cell Lung Cancer|Stage IV Non-small Cell Lung Cancer,DRUG: gamma-secretase/Notch signalling pathway inhibitor RO4929097|OTHER: laboratory biomarker analysis|OTHER: pharmacological study,PHASE2,NIH,INTERVENTIONAL,10/15/2015
NCT01306045,"Molecular Profiling and Targeted Therapy for Advanced Non-Small Cell Lung Cancer, Small Cell Lung Cancer, and Thymic Malignancies",https://clinicaltrials.gov/study/NCT01306045,ACTIVE_NOT_RECRUITING,YES,"Carcinoma, Non-Small-Cell Lung|Carcinoma, Small Cell Lung|Carcinoma, Thymic",DRUG: AZD6244|DRUG: MK-2206|DRUG: Lapatinib|DRUG: Erlotinib|DRUG: Sunitinib|PROCEDURE: Molecular Profiling,PHASE2,NIH,INTERVENTIONAL,11/30/2022
NCT00608868,SELINE: Second-Line Iressa Phase IV Study in NSCLC Patients,https://clinicaltrials.gov/study/NCT00608868,COMPLETED,YES,Non Small Cell Lung Carcinoma,DRUG: Gefitinib,PHASE4,INDUSTRY,INTERVENTIONAL,2/8/2010
NCT01505868,Cabazitaxel With or Without Carboplatin in Treating Patients With Previously Treated Metastatic Castration-Resistant Prostate Cancer,https://clinicaltrials.gov/study/NCT01505868,COMPLETED,YES,Castration Levels of Testosterone|Castration-Resistant Prostate Carcinoma|Lymphadenopathy|Metastatic Prostate Carcinoma|Prostate Adenocarcinoma|Prostate Carcinoma Metastatic in the Bone|Prostate Small Cell Carcinoma,DRUG: Cabazitaxel|DRUG: Carboplatin|OTHER: Laboratory Biomarker Analysis,PHASE1|PHASE2,OTHER,INTERVENTIONAL,4/1/2021
NCT02916745,Feasibility Study of Using Navigational Bronchoscopy to Perform PDT-Photofrin® in Unresectable Peripheral Lung Cancer,https://clinicaltrials.gov/study/NCT02916745,COMPLETED,YES,Non-small Cell Lung Cancer (NSCLC)|Lung Metastasis,DRUG: Porfimer sodium|DEVICE: Fiber optic,PHASE1,INDUSTRY,INTERVENTIONAL,12/14/2019
NCT02409368,"An Open-Label, Multicenter Clinical Trial With Nivolumab (BMS-936558) Monotherapy in Subjects With Advanced or Metastatic Squamous Cell (Sq) Non-Small Cell Lung Cancer (NSCLC) Who Have Received at Least One Prior Systemic Regimen for the Treatment of Stage IIIb/IV SqNSCLC",https://clinicaltrials.gov/study/NCT02409368,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Nivolumab,PHASE2,INDUSTRY,INTERVENTIONAL,3/31/2021
NCT01654068,Conformal High Dose Intensity Modulated Radiation Therapy for Disease to Thoracic and Lumbar Spine,https://clinicaltrials.gov/study/NCT01654068,TERMINATED,YES,Vertebral Metastasis,RADIATION: Conformal High Dose Intensity Modulated Radiation Therapy,NA,OTHER,INTERVENTIONAL,3/26/2019
NCT02073968,PET-Adjusted Intensity Modulated Radiation Therapy and Combination Chemotherapy in Treating Patients With Stage II-IV Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02073968,COMPLETED,YES,Metastatic Malignant Neoplasm in the Brain|Recurrent Non-Small Cell Lung Carcinoma|Stage IIA Non-Small Cell Lung Carcinoma|Stage IIB Non-Small Cell Lung Carcinoma|Stage IIIA Non-Small Cell Lung Cancer|Stage IIIB Non-Small Cell Lung Cancer|Stage IV Non-Small Cell Lung Cancer,DRUG: Carboplatin|PROCEDURE: Computed Tomography|RADIATION: Intensity-Modulated Radiation Therapy|DRUG: Paclitaxel|PROCEDURE: Positron Emission Tomography|RADIATION: Proton Beam Radiation Therapy,PHASE2,OTHER,INTERVENTIONAL,12/5/2019
NCT00637728,Treatment of Cancer-anorexia Using Megestrol Acetate Concentrated Suspension in Lung or Pancreatic Cancer Patients,https://clinicaltrials.gov/study/NCT00637728,TERMINATED,YES,Anorexia|Cachexia|Weight Loss,DRUG: Megestrol acetate concentrated suspension 110 mg/mL|DRUG: Placebo,PHASE3,INDUSTRY,INTERVENTIONAL,1/29/2016
NCT02063828,Reducing Lung Cancer-Related Anxiety (RELAX),https://clinicaltrials.gov/study/NCT02063828,TERMINATED,YES,Lung Cancer,DEVICE: Group A - Device guided breathing low dose|DEVICE: Group B - Device guided breathing high dose|DEVICE: Group C - Usual Breathing Control Group,NA,OTHER,INTERVENTIONAL,1/8/2021
NCT01153984,A Study to Assess Biomarkers Impact on Participants Response to Erlotinib Treatment for First-line Non-Small Cell Lung Cancer With Endothelial Growth Factor Receptor (EGFR) Activating Mutations,https://clinicaltrials.gov/study/NCT01153984,COMPLETED,YES,Carcinoma，Non-Small-Cell Lung,DRUG: Erlotinib,PHASE2,INDUSTRY,INTERVENTIONAL,3/1/2017
NCT01880528,Lisinopril in Reducing Shortness of Breath Caused by Radiation Therapy in Patients With Lung Cancer,https://clinicaltrials.gov/study/NCT01880528,COMPLETED,YES,Dyspnea|Non-small Cell Lung Cancer|Small Cell Lung Cancer,DRUG: lisinopril|DRUG: placebo,PHASE2,OTHER,INTERVENTIONAL,8/28/2019
NCT01355484,Phase III Study of the Effect of GTx-024 on Muscle Wasting in Patients With Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT01355484,COMPLETED,YES,Muscle Wasting|Non Small Cell Lung Cancer,DRUG: GTx-024|DRUG: placebo,PHASE3,INDUSTRY,INTERVENTIONAL,2/4/2016
NCT00614484,Chemotherapy and Proton Radiation for the Treatment of Locally Advanced Lung Cancer,https://clinicaltrials.gov/study/NCT00614484,TERMINATED,YES,Locally Advanced Non-Small Cell Lung Cancer,RADIATION: Proton Radiation Therapy|DRUG: Taxol|DRUG: Carboplatin,PHASE1|PHASE2,OTHER,INTERVENTIONAL,7/16/2013
NCT02832284,iNod System Human Feasibility Assessment,https://clinicaltrials.gov/study/NCT02832284,COMPLETED,YES,"Solitary Pulmonary Nodule|Biopsy, Fine-Needle",DEVICE: iNod System,NA,INDUSTRY,INTERVENTIONAL,9/11/2018
NCT03361228,"A Study to Evaluate the Safety, Tolerability, and Antitumor Activity of INCB001158 Plus Epacadostat, With or Without Pembrolizumab, in Advanced Solid Tumors",https://clinicaltrials.gov/study/NCT03361228,TERMINATED,YES,Solid Tumors,DRUG: INCB001158|DRUG: Epacadostat|DRUG: Pembrolizumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,4/2/2020
NCT00563784,TARCEVA (Erlotinib) in Combination With Chemoradiation in Patients With Stage IIIA/B Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00563784,COMPLETED,YES,Non-Small Cell Lung Cancer|Lung Cancer,DRUG: Erlotinib|DRUG: Carboplatin|DRUG: Paclitaxel|RADIATION: Radiation Therapy,PHASE2,OTHER,INTERVENTIONAL,9/3/2019
NCT01372384,"A Study of Tarceva (Erlotinib) in Patients With Locally Advanced, Metastatic or Recurrent Non-Small Cell Cancer Who Present Epidermal Growth Factor Receptor Mutations",https://clinicaltrials.gov/study/NCT01372384,COMPLETED,YES,Non-Squamous Non-Small Cell Lung Cancer,DRUG: erlotinib [Tarceva],PHASE2,INDUSTRY,INTERVENTIONAL,10/16/2015
NCT00549328,Monotherapy Pazopanib in Subjects With Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00549328,TERMINATED,YES,"Lung Cancer, Non-Small Cell",DRUG: Pazopanib (GW786034),PHASE2,INDUSTRY,INTERVENTIONAL,12/22/2009
NCT01025284,A Study for Participants With Small-Cell Lung Cancer,https://clinicaltrials.gov/study/NCT01025284,COMPLETED,YES,Small Cell Lung Cancer,DRUG: LY2523355|DRUG: Granulocyte colony-stimulating factor (G-CSF),PHASE2,INDUSTRY,INTERVENTIONAL,9/27/2017
NCT00970684,"Bevacizumab, Docetaxel, and Gemcitabine Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",https://clinicaltrials.gov/study/NCT00970684,COMPLETED,YES,Lung Cancer,BIOLOGICAL: bevacizumab|DRUG: docetaxel|DRUG: gemcitabine hydrochloride,PHASE2,OTHER,INTERVENTIONAL,12/18/2013
NCT01259284,Fish Oil Versus Statins Versus Placebos in Reducing Atrial Fibrillation in Patients Undergoing Thoracic Surgery for Lung Cancer,https://clinicaltrials.gov/study/NCT01259284,TERMINATED,YES,Advanced Cancers,DRUG: Atorvastatin|DIETARY_SUPPLEMENT: Fish Oil Supplement|OTHER: Placebo,PHASE2|PHASE3,OTHER,INTERVENTIONAL,4/24/2012
NCT03023423,A Study of Daratumumab in Combination With Atezolizumab Compared With Atezolizumab Alone in Participants With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT03023423,COMPLETED,YES,"Carcinoma, Non-Small-Cell Lung",DRUG: Atezolizumab|DRUG: Daratumumab,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,5/17/2019
NCT02511184,Crizotinib Plus Pembrolizumab In Alk-Positive Advanced Non Small Cell Lung Cancer Patients,https://clinicaltrials.gov/study/NCT02511184,TERMINATED,YES,ALK-positive Advanced NSCLC,DRUG: Crizotinib|DRUG: Pembrolizumab,PHASE1,INDUSTRY,INTERVENTIONAL,12/4/2018
NCT01562028,BELIEF (Bevacizumab and ErLotinib In EGFR Mut+ NSCLC),https://clinicaltrials.gov/study/NCT01562028,COMPLETED,YES,Lung Cancer,DRUG: Erlotinib|DRUG: Bevacizumab,PHASE2,NETWORK,INTERVENTIONAL,7/2/2019
NCT00130728,A Study to Evaluate the Efficacy of Bevacizumab in Combination With Tarceva for Advanced Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00130728,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: bevacizumab|DRUG: erlotinib HCl|DRUG: placebo,PHASE3,INDUSTRY,INTERVENTIONAL,11/16/2009
NCT02713828,"Study of Glembatumumab Vedotin in gpNMB-Expressing, Advanced or Metastatic SCC of the Lung",https://clinicaltrials.gov/study/NCT02713828,TERMINATED,YES,Squamous Cell Carcinoma of the Lung,DRUG: Phase I: Glembatumumab Vedotin|DRUG: Phase II: Glembatumumab Vedotin,PHASE1|PHASE2,OTHER,INTERVENTIONAL,5/14/2019
NCT02998528,A Neoadjuvant Study of Nivolumab Plus Ipilimumab or Nivolumab Plus Chemotherapy Versus Chemotherapy Alone in Early Stage Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT02998528,ACTIVE_NOT_RECRUITING,YES,Non Small Cell Lung Cancer,BIOLOGICAL: Nivolumab|DRUG: Cisplatin|DRUG: Vinorelbine|DRUG: Gemcitabine|DRUG: Docetaxel|DRUG: Pemetrexed|DRUG: Carboplatin|DRUG: Paclitaxel|BIOLOGICAL: Ipilimumab,PHASE3,INDUSTRY,INTERVENTIONAL,8/31/2022
NCT04314284,Patient-Centered Intervention to Reduce Cancer Patients' Financial Toxicity,https://clinicaltrials.gov/study/NCT04314284,COMPLETED,YES,Gynecologic Cancer|Colorectal Cancer|Lung Cancer,BEHAVIORAL: I Can PIC|OTHER: Historical control survey|OTHER: Post-intervention survey (I Can PIC participants)|OTHER: Follow-Up survey (I Can PIC participants),NA,OTHER,INTERVENTIONAL,4/20/2022
NCT00104728,Neoadjuvant IRESSA As Single Agent PreopTherapy for NSCLC With Molecular Correlates,https://clinicaltrials.gov/study/NCT00104728,TERMINATED,YES,Lung Cancer,DRUG: ZD1839,NA,OTHER,INTERVENTIONAL,10/1/2012
NCT01526928,"Study to Evaluate Safety, Pharmacokinetics, and Efficacy of Rociletinib (CO-1686) in Previously Treated Mutant Epidermal Growth Factor Receptor (EGFR) in Non-Small Cell Lung Cancer (NSCLC) Patients",https://clinicaltrials.gov/study/NCT01526928,TERMINATED,YES,Locally Advanced or Metastatic Non Small Cell Lung Cancer,DRUG: Rociletinib|DRUG: Rociletinib|DRUG: Rociletinib|DRUG: Rociletinib|DRUG: Rociletinib|DRUG: Rociletinib,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,6/11/2019
NCT00740636,Temozolomide for Relapsed Sensitive or Refractory Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00740636,COMPLETED,YES,Lung Cancer,DRUG: Temozolomide|DRUG: Temozolomide,PHASE2,OTHER,INTERVENTIONAL,10/20/2015
NCT02369484,Afatinib in NSCLC With HER2 Mutation,https://clinicaltrials.gov/study/NCT02369484,COMPLETED,YES,NSCLC,DRUG: Afatinib,PHASE2,NETWORK,INTERVENTIONAL,2/6/2018
NCT03805841,"Study of Tarloxotinib in Pts With NSCLC (EGFR Exon 20 Insertion, HER2-activating Mutations) & Other Solid Tumors With NRG1/ERBB Gene Fusions",https://clinicaltrials.gov/study/NCT03805841,TERMINATED,YES,"NSCLC, Stage IV|NSCLC Stage IIIB|NSCLC, Stage IIIC|NSCLC, Recurrent|EGFR Exon 20 Insertion Mutation|HER2-activating Mutation|ERBB Fusion|NRG1 Fusion",DRUG: tarloxotinib bromide,PHASE2,INDUSTRY,INTERVENTIONAL,3/28/2023
NCT02192541,"Ganetespib and Ziv-Aflibercept in Refractory Gastrointestinal Carcinomas, Non-Squamous Non-Small Cell Lung Carcinomas, Urothelial Carcinomas, and Sarcomas",https://clinicaltrials.gov/study/NCT02192541,TERMINATED,YES,Neoplasms,DRUG: Ziv-Aflibercept|DRUG: Ganetespib,PHASE1,NIH,INTERVENTIONAL,10/30/2017
NCT02581384,"Stereotactic Body Radiotherapy (SBRT) for Pulmonary Metastases in Ewing Sarcoma, Rhabdomyosarcoma, and Wilms Tumors",https://clinicaltrials.gov/study/NCT02581384,TERMINATED,YES,"Ewing Sarcoma|Rhabdomyosarcoma|Wilms Tumor|Osteosarcoma|Non-Rhabdomyosarcoma Soft Tissue Sarcoma, Nos|Renal Tumor|Rhabdoid Tumor|Clear Cell Renal Cell Carcinoma|Sarcoma|Sarcoma, Ewing|Soft Tissue Sarcoma",RADIATION: Stereotactic Body Radiotherapy (SBRT),PHASE1|PHASE2,OTHER,INTERVENTIONAL,3/5/2021
NCT04281784,Project to Improve Communication About Serious Illness--Hospital Study: Pragmatic Trial (Trial 1),https://clinicaltrials.gov/study/NCT04281784,COMPLETED,YES,"Dementia|Chronic Disease|Neoplasm Metastasis|Lung Neoplasm|Pulmonary Disease, Chronic Obstructive|Heart Failure，Congestive|Liver Cirrhosis|Kidney Failure, Chronic|Lung Diseases, Interstitial|Peripheral Vascular Disease|Diabetes With End Organ Injury|Palliative Care, Patient Care|Health Care Quality, Access, and Evaluation|Patient Care|Inpatients|Health Communication|Patient Care Planning",BEHAVIORAL: EHR-based Clinician Jumpstart,NA,OTHER,INTERVENTIONAL,4/26/2022
NCT02027428,Safety and Efficacy Study of Abraxane as Maintenance Treatment After Abraxane Plus Carboplatin in 1st Line Stage IIIB / IV Squamous Cell Non-small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT02027428,COMPLETED,YES,"Squamous Cell Carcinoma, Non-Small-Cell Lung",DRUG: Abraxane (Induction)|DRUG: Carboplatin (Induction)|DRUG: Abraxane (Maintenance)|OTHER: Best Supportive Care (Maintenance)|DRUG: Abraxane (Induction)|DRUG: Carboplatin (Induction)|OTHER: Best Supportive Care (Maintenance),PHASE3,INDUSTRY,INTERVENTIONAL,9/13/2018
NCT04491084,"FLT3 Ligand, CD40 Agonist Antibody, and Stereotactic Radiotherapy",https://clinicaltrials.gov/study/NCT04491084,TERMINATED,YES,Non Small Cell Lung Cancer|Lung Cancer,DRUG: FLT3 Ligand (CDX-301)|BIOLOGICAL: anti-CD40 antibody (CDX-1140)|RADIATION: SBRT,PHASE1|PHASE2,OTHER,INTERVENTIONAL,6/23/2023
NCT05091528,A Safety and Activity Study of SBT6050 in Combination With Other HER2-directed Therapies for HER2-positive Cancers,https://clinicaltrials.gov/study/NCT05091528,TERMINATED,YES,HER2-positive Breast Cancer|HER2-positive Gastric Cancer|HER2-positive Colorectal Cancer|HER2-expressing Non-small Cell Lung Cancer,DRUG: SBT6050|DRUG: trastuzumab deruxtecan|DRUG: tucatinib|DRUG: trastuzumab|DRUG: capecitabine|DRUG: trastuzumab deruxtecan,PHASE1|PHASE2,INDUSTRY,INTERVENTIONAL,7/18/2022
